index,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
17111,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,47
19011,city_160,0.92,,No relevent experience,no_enrollment,Primary School,,3,,,never,48
2562,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,3
6267,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,,2,87
9194,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,56
18771,city_65,0.802,,No relevent experience,Full time course,High School,,7,100-500,Pvt Ltd,never,83
10787,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,316
13142,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,never,40
8716,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,7
2847,city_159,0.843,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,44
6390,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,102
4587,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,68
8210,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,45
12540,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,2,153
2042,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,85
3265,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,,never,20
1955,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,,3,100
13247,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,1,74
6502,city_28,0.939,Male,No relevent experience,Full time course,Masters,STEM,10,50-99,Public Sector,2,61
5469,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Arts,4,10000+,Pvt Ltd,3,178
3887,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,2,89
11576,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,218
10204,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,46
5983,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,13
14011,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,216
4415,city_105,0.794,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,,4
15977,city_65,0.802,,No relevent experience,no_enrollment,Graduate,Arts,>20,,,3,50
5633,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,2,,,1,72
8519,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,163
9794,city_61,0.913,,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,34
18963,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,60
9115,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,20
4572,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,29
884,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,8,,,never,9
1892,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,6
1605,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,29
13909,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Public Sector,2,214
607,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,1,45
2209,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,50
18947,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,2,67
18582,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,50-99,Public Sector,1,10
13520,city_40,0.7759999999999999,Male,Has relevent experience,,Graduate,STEM,5,50-99,,1,98
6203,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,118
16962,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,150
14425,city_146,0.735,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,2,113
5867,city_101,0.5579999999999999,Male,Has relevent experience,Part time course,Masters,STEM,12,,,4,35
17725,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,2,13
3928,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,41
2038,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,10000+,Pvt Ltd,1,28
6599,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,54
1468,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,62
12928,city_114,0.926,,Has relevent experience,no_enrollment,High School,,7,10/49,Pvt Ltd,>4,111
5062,city_160,0.92,,No relevent experience,no_enrollment,Graduate,Arts,12,100-500,,1,70
1600,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,118
8195,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,11
17215,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,3,,,,46
1489,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,18
10917,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,3,60
6036,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,never,55
14822,city_28,0.939,,No relevent experience,Full time course,High School,,9,,,never,6
6544,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,64
12831,city_114,0.926,,Has relevent experience,no_enrollment,High School,,2,10/49,Pvt Ltd,1,70
1803,city_21,0.624,Female,No relevent experience,Full time course,High School,,5,,Pvt Ltd,never,110
4850,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,26
12107,city_94,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,92
16467,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,43
11991,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,7
8937,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Early Stage Startup,never,118
12950,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,51
10736,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,3,44
6708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,,>4,206
14306,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,NGO,1,102
14126,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,2,,,,14
12639,city_114,0.926,Male,No relevent experience,Part time course,Masters,Business Degree,1,100-500,Funded Startup,1,96
2177,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,19
13731,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Funded Startup,1,51
3035,city_140,0.856,Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,26
14182,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,37
11311,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,6,10/49,Pvt Ltd,1,134
4747,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,35
15954,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,5,<10,Public Sector,1,8
16421,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,,never,44
10591,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,15,100-500,Pvt Ltd,1,47
10632,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,14
4942,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,>4,36
12224,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,14,50-99,Funded Startup,3,11
9276,city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,8
16391,city_72,0.795,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,,1,83
10298,city_67,0.855,,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,84
4067,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,72
6274,city_159,0.843,Other,No relevent experience,Full time course,High School,,1,,,never,6
16022,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,134
13321,city_102,0.804,Female,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Public Sector,1,82
15435,city_160,0.92,,Has relevent experience,no_enrollment,,,17,100-500,Pvt Ltd,4,32
8873,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,2,23
11699,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,39
14180,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,20
10451,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,53
9388,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,9,,,never,29
4554,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NGO,2,158
11515,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,never,25
4840,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,>4,112
8792,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,27
8319,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,10/49,Funded Startup,1,11
15835,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,202
8119,city_116,0.743,Male,No relevent experience,Full time course,Graduate,STEM,4,,,,128
10633,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,12
5199,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,35
879,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,48
2371,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,,,1,100
3223,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,2,36
5973,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,>4,146
8076,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,57
14941,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,2,67
19146,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,51
16296,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,6
3212,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,26
10402,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,2,132
15908,city_36,0.893,Male,No relevent experience,no_enrollment,High School,,4,,,1,82
4231,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,49
18056,city_21,0.624,,No relevent experience,Full time course,High School,,3,,,never,99
2476,city_25,0.698,,No relevent experience,Full time course,Graduate,STEM,2,,,never,112
15917,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,76
4182,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,4
4014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,>4,262
13549,city_33,0.4479999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,14
7022,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,2,100-500,Pvt Ltd,1,43
2074,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,29
17977,city_134,0.698,,Has relevent experience,,,,>20,,,,51
2469,city_103,0.92,Female,No relevent experience,Full time course,Graduate,Humanities,1,,,1,42
3631,city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,16
13901,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,16
2063,city_71,0.884,Male,No relevent experience,Part time course,Masters,STEM,3,<10,Public Sector,never,22
3529,city_44,0.725,Male,No relevent experience,no_enrollment,Masters,STEM,8,,,2,10
16212,city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,21
915,city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,never,52
14430,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,High School,,16,50-99,,1,35
4991,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,18
16146,city_45,0.89,,Has relevent experience,Part time course,Masters,STEM,8,50-99,Public Sector,2,81
894,city_28,0.939,Male,No relevent experience,Full time course,High School,,3,50-99,Public Sector,1,30
15374,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,36
16496,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,4,17
16902,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,2,1000-4999,Public Sector,2,72
13365,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Early Stage Startup,2,55
12585,city_70,0.698,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,28
8101,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Public Sector,3,37
13345,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,,2,15
3459,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,No Major,19,10000+,Pvt Ltd,never,18
473,city_12,0.64,,No relevent experience,no_enrollment,Masters,STEM,6,10000+,,1,59
16112,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,63
17445,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,19
14451,city_171,0.664,,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Early Stage Startup,1,188
1331,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,never,250
1310,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,2,46
523,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,21
11643,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,2,37
11087,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,25
4389,city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,15,,,>4,43
11340,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,24
5202,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Masters,STEM,10,5000-9999,Pvt Ltd,1,9
18262,city_162,0.767,,No relevent experience,no_enrollment,Graduate,Other,9,100-500,Public Sector,3,31
8979,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,18
14807,city_159,0.843,Female,No relevent experience,Full time course,High School,,3,,,never,37
12210,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,3,50
15703,city_90,0.698,,No relevent experience,no_enrollment,Primary School,,<1,,,1,198
1269,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,22
16988,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,70
8974,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,never,157
9566,city_74,0.579,Male,Has relevent experience,no_enrollment,,,5,,,1,4
4577,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,44
539,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Early Stage Startup,1,42
1120,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,20
782,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,145
7163,city_11,0.55,,Has relevent experience,Part time course,Primary School,,1,,,,9
5997,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,80
14535,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,8,50-99,Public Sector,1,34
7771,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,11
5597,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,>4,7
3457,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,100
12966,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,1,96
10326,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,102
2024,city_28,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,NGO,>4,77
7062,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,37
13288,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,112
16928,city_21,0.624,,No relevent experience,Full time course,High School,,1,,,never,100
16303,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Other,5,100-500,Funded Startup,1,100
16805,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,20
11561,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78
3532,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,,Pvt Ltd,2,30
9300,city_103,0.92,,No relevent experience,no_enrollment,Masters,STEM,1,,,never,81
16390,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,140
7081,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,89
826,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,20
5508,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,65
6099,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,4,95
15617,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Arts,3,500-999,Pvt Ltd,3,37
17536,city_11,0.55,Male,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,>4,62
13154,city_57,0.866,,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,80
11943,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,8
11716,city_44,0.725,,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,18
6922,city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,3,39
18830,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,1,107
8755,city_37,0.794,,No relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,74
10640,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,152
13082,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,>4,54
4968,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,>4,110
369,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15
16504,city_103,0.92,Male,No relevent experience,Full time course,High School,,8,,,1,118
7815,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,56
2049,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,2,,,1,29
4110,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,16
18375,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,73
16446,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,,160
13765,city_165,0.903,,Has relevent experience,no_enrollment,Masters,STEM,11,,Pvt Ltd,1,49
18313,city_91,0.691,,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,3,15
187,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,72
13645,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Early Stage Startup,2,14
13718,city_115,0.789,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,146
809,city_160,0.92,,No relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,1,113
2012,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,18
8670,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,28
12779,city_145,0.555,,No relevent experience,Full time course,Graduate,STEM,,10/49,Pvt Ltd,4,83
12801,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,3,18
6613,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,41
10491,city_114,0.926,Male,Has relevent experience,Part time course,High School,,5,50-99,Funded Startup,2,51
11819,city_114,0.926,Female,No relevent experience,no_enrollment,Masters,STEM,13,500-999,Public Sector,>4,44
5475,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,4,45
5606,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,79
938,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,21
10659,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2,42
8212,city_16,0.91,Female,Has relevent experience,no_enrollment,High School,,2,10/49,,1,25
17760,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,2
18780,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,50
17310,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,21
1209,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,111
12621,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,,,1,24
5887,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,never,28
12417,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,141
1214,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,24
12132,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,12,5000-9999,NGO,1,30
4581,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,19
13831,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,16
3953,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,6
2724,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,100-500,NGO,1,22
15426,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,>4,14
748,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,55
16402,city_100,0.887,Female,Has relevent experience,no_enrollment,Graduate,No Major,5,,,,12
9182,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,40
18411,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,18
12482,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,3,56
13857,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,26
6161,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,48
4796,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,50
14668,city_103,0.92,,No relevent experience,Full time course,Graduate,Other,5,,,never,42
13394,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,15
8890,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,134
11704,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,44
2783,city_149,0.6890000000000001,Other,No relevent experience,,Graduate,STEM,1,,,1,116
13721,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,3,,,never,90
12162,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,34
8227,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,13,,,2,30
10898,city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,5
18236,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,>20,,,>4,92
1597,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,108
8194,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,1,67
18252,city_28,0.939,,Has relevent experience,Full time course,Graduate,STEM,15,100-500,Pvt Ltd,>4,28
7866,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,2,83
4173,city_100,0.887,Other,No relevent experience,no_enrollment,High School,,2,,,never,11
12978,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,196
5934,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,7,<10,Early Stage Startup,1,80
